series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
38,Série 38,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063325-q7o96p.png,tcf_full_output\images\series_38_q18.png,Des idées de stages en entreprise.,Un guide des démarches d'inscription.,Une méthode pour choisir une formation.,Une sélection des meilleures universités.,Une méthode pour choisir une formation.,C
38,Série 38,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064832-j1egth.png,tcf_full_output\images\series_38_q19.png,L'origine historique de la recette,Le secret d'une bonne préparation.,Les adresses où les consommer.,Les raisons de leur popularité.,Le secret d'une bonne préparation.,B
38,Série 38,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063236-uxf1xk.png,tcf_full_output\images\series_38_q20.png,Des cours de rattrapage scolaire en sciences.,Des activités de découverte de la nature.,Des stages de travail en laboratoire.,Des séjours alliant détente et découvertes.,Des séjours alliant détente et découvertes.,D
38,Série 38,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063057-zlnhu0.png,tcf_full_output\images\series_38_q21.png,La priorité donnée à l'aspect écologique.,La prise en compte de l'opinion publique.,Le caractère provisoire de l'installation.,Le choix des matériaux de fabrication.,La prise en compte de l'opinion publique.,B
38,Série 38,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063854-58d70e.png,tcf_full_output\images\series_38_q22.png,C'est possible à la campagne.,C'est possible avec du temps.,C'est possible mais pénible.,C'est possible pour tous.,C'est possible mais pénible.,C
38,Série 38,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063439-syizpt.png,tcf_full_output\images\series_38_q23.png,Pour améliorer leur situation financière.,Pour donner une bonne image d'eux.,Pour exécuter les ordres de la direction.,Pour quitter leur entreprise plus tôt.,Pour donner une bonne image d'eux.,B
38,Série 38,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063929-uqgrxz.png,tcf_full_output\images\series_38_q24.png,Découvrir le travail de recherche en laboratoire,Faire découvrir les formations pour devenir ingénieur,Inaugurer l'ouverture d'un campus universitaire,Obtenir des conseils afin de créer une association,Faire découvrir les formations pour devenir ingénieur,B
38,Série 38,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063774-5fzxi5.png,tcf_full_output\images\series_38_q25.png,Il demande une prise charge médicale.,Il peut s'étendre au domaine personnel.,Il suscite un consensus parmi les spécialistes.,Il touche surtout les aides-soignants.,Il peut s'étendre au domaine personnel.,B
38,Série 38,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064805-igwhyt.png,tcf_full_output\images\series_38_q26.png,De l'éducation des plus jeunes.,De la transmission d'un savoir-faire.,De la volonté d'émancipation.,Du rapport entre les générations.,De la volonté d'émancipation.,C
38,Série 38,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063149-1j4xwu.png,tcf_full_output\images\series_38_q27.png,Le coût des dispositifs pose un problème d'éthique.,Le respect de la déontologie médicale est primordial.,Les fabricants d'implants doivent signer une charte,Les patients ont le devoir de s'informer davantage.,Le respect de la déontologie médicale est primordial.,B
38,Série 38,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063887-j6mduj.png,tcf_full_output\images\series_38_q28.png,C'est un état difficile à évaluer chez une personne.,Des outils ont été élaborés pour en estimer l'intensité.,Les enquêtes dont c'est le sujet sont innombrables.,"Malgré des études sérieuses, l'analyse est impossible.",Des outils ont été élaborés pour en estimer l'intensité.,B
38,Série 38,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062841-7yn8d9.png,tcf_full_output\images\series_38_q29.png,Il commente une loi.,Il donne un conseil.,Il formule une plainte.,Il raconte une anecdote.,Il donne un conseil.,B
38,Série 38,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064314-rt7r1x.png,tcf_full_output\images\series_38_q30.png,Mémoriser des concepts sans les comprendre.,Multiplier les méthodes d'apprentissage.,S'autoriser des pauses fréquemment.,Se disperser dans de nombreuses activités,Mémoriser des concepts sans les comprendre.,A
38,Série 38,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063873-bqsg3k.png,tcf_full_output\images\series_38_q31.png,Ils bouleversent les rapports d'autorité.,Ils évitent les postes à responsabilité.,Ils sont moins motivés que leurs aînés.,Ils tiennent à la stabilité de l'emploi.,Ils bouleversent les rapports d'autorité.,A
38,Série 38,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064283-8w55i5.png,tcf_full_output\images\series_38_q32.png,Développer leur esprit critique.,Encourager les débats entre eux.,Enrichir leur capacité mémorielle.,Évaluer régulièrement leurs acquis.,Développer leur esprit critique.,A
38,Série 38,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063967-wxuvp2.png,tcf_full_output\images\series_38_q33.png,L'absence de modèle comparatif de mobilité.,La déresponsabilisation des usagers.,Le déficit provoqué par son financement.,Le risque de saturation des réseaux.,Le risque de saturation des réseaux.,D
38,Série 38,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063477-0gbq3a.png,tcf_full_output\images\series_38_q34.png,Convaincre la clientèle cible.,Former les spécialistes du secteur.,Rentabiliser les projets à venir.,Restaurer d'anciens bâtiments.,Former les spécialistes du secteur.,B
38,Série 38,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064260-p2joqe.png,tcf_full_output\images\series_38_q35.png,Sa technique puise dans divers mouvements artistiques.,Ses œuvres se fondent dans leur environnement.,Son inspiration provient de ses nombreuses lectures.,Son savoir-faire met en valeur des proc connus.,Ses œuvres se fondent dans leur environnement.,B
38,Série 38,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195064168-vqkvdg.png,tcf_full_output\images\series_38_q36.png,La primauté de l'apparence sur les compétences.,Le corporatisme poussé de certaines sociétés.,Le manque de formation aux nouvelles technologies.,Les principes actuels d'organisation du travail.,Les principes actuels d'organisation du travail.,D
38,Série 38,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063658-j1p3im.png,tcf_full_output\images\series_38_q37.png,Elle a accru la compétitivité industrielle.,Elle a amélioré les conditions de travail.,Elle a enrayé la hausse du chômage.,Elle a modifié l'organisation du travail.,Elle a modifié l'organisation du travail.,D
38,Série 38,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195062897-rrv0hf.png,tcf_full_output\images\series_38_q38.png,Améliorer la cohabitation entre les habitants et les noctambules.,Attirer les spectateurs parisiens vers les spectacles de rue.,Développer un nouveau concept de lieux silencieux.,Relancer la fréquentation nocturne des quartiers réservés.,Améliorer la cohabitation entre les habitants et les noctambules.,A
38,Série 38,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195063384-0byljc.png,tcf_full_output\images\series_38_q39.png,L'importance de la gestion des ressources humaines.,L'intérêt d'éviter les inconvénients liés à l'isolement.,La facilité de réaliser des projets communs à distance.,La nécessité de souder les équipes dans une entreprise.,L'intérêt d'éviter les inconvénients liés à l'isolement.,B
39,Série 39,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068646-wns1ty.png,tcf_full_output\images\series_39_q01.png,À un cours de pâtisserie,À un déjeuner chez un ami,À une fête d'anniversaire,À une sortie en discothèque,À une fête d'anniversaire,C
39,Série 39,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067780-ntishw.png,tcf_full_output\images\series_39_q02.png,Pour aller visiter un musée.,Pour participer à un concours.,Pour prendre un café ensemble.,Pour voir un événement sportif.,Pour voir un événement sportif.,D
39,Série 39,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067918-i57q4o.png,tcf_full_output\images\series_39_q03.png,Aller à une réunion.,Déjeuner avec Claudia.,S’occuper des enfants.,Téléphoner à l’école.,S’occuper des enfants.,C
39,Série 39,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067841-g64ggd.png,tcf_full_output\images\series_39_q04.png,Ils apprennent la géographie.,Ils invitent des amis à l’école.,Ils pratiquent des langues étrangères.,Ils préparent un voyage de classe.,Ils apprennent la géographie.,A
39,Série 39,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068229-qiz3i6.png,tcf_full_output\images\series_39_q05.png,Découvrir la nourriture locale,Gagner un repas traditionnel.,Prendre un cours de cuisine.,Visiter une ferme française.,Découvrir la nourriture locale,A
39,Série 39,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195070858-572cmr.png,tcf_full_output\images\series_39_q06.png,D’écrire aux invités.,D’organiser la fête.,De garder des enfants.,De préparer des danses.,De garder des enfants.,C
39,Série 39,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068298-kwsf4t.png,tcf_full_output\images\series_39_q07.png,La boutique est fermée.,La commande est arrivée.,La facture est disponible.,La livraison est en retard.,La commande est arrivée.,B
39,Série 39,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068472-7mqtjw.png,tcf_full_output\images\series_39_q08.png,Une formation adaptée pendant les vacances.,Une grande variété de cours intensifs.,Une promotion spéciale pour un voyage.,Une réduction sur des stages pendant l’été.,Une réduction sur des stages pendant l’été.,D
39,Série 39,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067527-bbb1zx.png,tcf_full_output\images\series_39_q09.png,De participer à un concours.,De s’inscrire à un stage.,De tester des activités,De voir un spectacle.,De tester des activités,C
39,Série 39,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067467-5rh65s.png,tcf_full_output\images\series_39_q10.png,Comment acheter des produits congelés.,Comment cuisiner des recettes simples.,Comment faire à manger à bon marché.,Comment réaliser des plats originaux.,Comment faire à manger à bon marché.,C
39,Série 39,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068451-13x5bm.png,tcf_full_output\images\series_39_q11.png,Gagner de l’argent pour leur séjour.,Participer à une compétition sportive.,Suivre un atelier de cuisine internationale.,Visiter un établissement scolaire étranger.,Gagner de l’argent pour leur séjour.,A
39,Série 39,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195070662-0vog0c.png,tcf_full_output\images\series_39_q12.png,D’utiliser des crèmes solaires à base de chocolat.,De diminuer sa consommation de chocolat.,De manger quotidiennement du chocolat.,De suivre un traitement de pilules au chocolat.,De manger quotidiennement du chocolat.,C
39,Série 39,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068572-1e00qx.png,tcf_full_output\images\series_39_q13.png,D’envoyer très rapidement le devis.,D’interdire l’emploi de produits toxiques.,De libérer les lieux pendant les travaux.,De préciser la nature de l’intervention.,De libérer les lieux pendant les travaux.,C
39,Série 39,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195070054-ypou8s.png,tcf_full_output\images\series_39_q14.png,Certains solariums font une discrimination anti-jeunes.,La majorité des solariums ne respecte pas du tout la loi.,La plupart des jeunes filles ignorent l’interdiction légale.,La plupart des parents ignorent les dangers des solariums.,La majorité des solariums ne respecte pas du tout la loi.,B
39,Série 39,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195069584-2598yy.png,tcf_full_output\images\series_39_q15.png,D’assister à une réunion.,De participer à un voyage.,De suivre une formation.,De travailler à l’étranger.,De suivre une formation.,C
39,Série 39,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195069064-7voj0t.png,tcf_full_output\images\series_39_q16.png,De dormir en milieu naturel.,De faire une visite originale.,De participer à un stage aventure.,De passer la nuit dans un zoo.,De faire une visite originale.,B
39,Série 39,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195069977-do14s6.png,tcf_full_output\images\series_39_q17.png,La pression de la société.,La réputation des clubs.,Les bienfaits pour la santé.,Les envies des adolescents.,La pression de la société.,A
39,Série 39,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195067523-9gxf2t.png,tcf_full_output\images\series_39_q18.png,Corriger les mauvaises habitudes alimentaires des enfants.,Faire respecter la législation sur l’alimentation des enfants.,Mieux comprendre les préférences alimentaires des enfants.,Permettre aux enfants de découvrir de nouveaux aliments.,Mieux comprendre les préférences alimentaires des enfants.,C
39,Série 39,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195070600-jrpbtd.png,tcf_full_output\images\series_39_q19.png,Annoncer le lancement d’une nouvelle ligne ferroviaire.,Faire patienter les usagers de la SNCF pendant leur trajet.,Promouvoir d’autres offres commerciales de la SNCF.,Rappeler que le train permet de rallier toutes les villes.,Promouvoir d’autres offres commerciales de la SNCF.,C
39,Série 39,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195068622-nzpuq7.png,tcf_full_output\images\series_39_q20.png,L'origine historique de la recette.,Le secret d'une bonne préparation.,Les adresses où les consommer.,Les raisons de leur popularité.,Le secret d'une bonne préparation.,B
39,Série 39,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195069717-gc4h9z.png,tcf_full_output\images\series_39_q21.png,Informer sur de nouvelles méthodes éducatives.,Montrer la vie de tous les jours d’un jeune couple.,Présenter les relations familiales avec humour.,4. Proposer de solutions a des situations de crise.,Présenter les relations familiales avec humour.,C
39,Série 39,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767195069213-xy6ndz.png,tcf_full_output\images\series_39_q22.png,C’est possible à la campagne.,C’est possible avec du temps.,C’est possible mais pénible.,C’est possible pour tous.,C’est possible mais pénible.,C
